id,document,tag,content
577,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"shark-proof swimming enclosure, built 1916, St Helena Island, Moreton Bay"
579,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"St Helena Island was used by the Queensland Government as a self— sustaining and highly secure penal establishment between 1867 and 1933, holding the state’s long-sentence male prisoners."
580,Keys_2020_Sharing the waterways.pdf.txt,descriptions,Escape from the island was partly deterred by the expanse of surrounding waters and the perceived fear that human-eating sharks inhabited these waters.
582,Keys_2020_Sharing the waterways.pdf.txt,descriptions,St Helena Island’s shark-proof swimming enclosure is a rare surviving example of the use of steel railway tracks to create the walls of the swimming enclosure.
590,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"Noogoon and the waters around it were <U+FB01>rst mapped by Europeans in 1799 when British explorer Matthew Flinders anchored the sloop the Norfolk alongside the small heavily timbered island on the evening of the 19 July while performing a two-week survey of what is now known as Moreton Bay. Noting the mangrove forests and mud<U+FB02>ats that surrounded Noogoon on his survey chart, Finders observed the island’s height and ‘dark and luxuriant’ foliage relative to other nearby islands."
591,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"British colonial impetus to settle in Moreton Bay came from Royal Commis— sioner John Bigge (1819–22), who argued that additional isolated penal settlements were required on the tropical coastline of what is now Queensland to hold and deter secondary convict offenders."
596,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"A boom of migration from Europe into Queensland and increasing incursion of settlers into Aboriginal lands during the late nineteenth century saw a rise in frontier con<U+FB02>icts and arrests, which meant that Petrie Terrace gaol was soon full and the British practice of locking prisoners into unseaworthy ships was required."
598,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"From the mid-1850s, St Helena Island was a base for dugong processing, with the netting process attracting sharks: ‘During the boiling session, numbers of sharks lurked about the nets, and while feeding upon the entrapped Dugong, frequently became entangled in the nets themselves.’39"
599,Keys_2020_Sharing the waterways.pdf.txt,descriptions,St Helena Island was used for quarantining arrivals from 1862 and by 1865 plans were made to build some timber structures on the island.
600,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"Surveyor H.C. Rawnsley located a lagoon and collected water samples from the ‘Native Wells’, while Colonial Architect Charles Tif<U+FB01>n designed a simple set of timber-framed and timber-clad buildings.44 Thirty prisoners from the hulk Proserpine began clearing the island of trees and building Tif<U+FB01>n’s design after rowing back and forth each day in a whaleboat from their hulk.45"
602,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"as prisoner numbers continued to grow in Queensland, it was decided to convert the quarantine station into a prison. Tif<U+FB01>n worked on the redesign, enclosing structures in a stockade, before prisoners were moved from the hulk and held permanently on the island from 1866."
603,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"Securing the perimeter On 14 May 1867, St Helena Island was proclaimed a penal settlement. The <U+FB01>rst few years were dedicated to building two cell blocks, a kitchen, bakehouse, hospital, underground water tanks, boathouse, storehouse, jetty and Superintendents home and stables (Figure 3). Beach rock was mined and used to construct buildings and the western causeway, which served as the point of entry to the island."
605,Keys_2020_Sharing the waterways.pdf.txt,descriptions,Seaside destinations and sea bathing were linked to tourism and ideas about health and wellbeing with the growing settlement of Redcliffe advertised as a ‘sanatorium for the sick’.53 Shark-proof swimming enclosures (kiosks and dressing rooms) were an architectural feature of many popular Queensland beaches from the 1880s and 1890s.
606,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"St Helena, by the 1900s the penal establishment held over 300 prisoners. Those with privileges were permitted to swim in the sea once week ‘at their own risk’.57 Guards supervised their activities day and night to ensure no one escaped. Stories circulated that sharks were fed deliberately to encourage their presence around the island to prevent escapes."
611,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"The island operated as a prison for 65 years, with the last prisoner leaving the island in 1932."
613,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"Shark-proof swimming enclosure St Helena Island housed prisoners and a community of prison wardens. It was during the reign of St Helena Island Penal Establishment’s <U+FB01>fth Superintendent, John Alexander MacDonald, that a shark-proof swimming enclosure and dressing shed for off-duty wardens was constructed alongside the wharf in 1916."
614,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"the shark-proof swimming enclosure at St Helena Penal Establishment was made with <U+FB01>xed walls constructed from railway lines driven vertically into the sand with spaces between each pile to allow the <U+FB02>ow of seawater. It was approxi-mately 40 x 20 feet (12.1 x 6.1 metres) in size and was built during a period when a range of recreational facilities were being built on the island for warders, including a cricket pitch and tennis court."
616,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"While providing a recreational swimming place for warders, the enclosure visually reinforced to prisoners and visitors the administration’s narrative that the waters around St Helena were full of human-eating sharks."
619,Keys_2020_Sharing the waterways.pdf.txt,descriptions,"St Helena’s shark-proof swimming enclosure is a rare and valuable heritage asset, for despite being linked to memories of coastal holidays and evidenced in family and state photographic collections, there is little in the public record about the history, design and construction of <U+FB01>xed shark-proof swimming enclosures in Queensland"
628,Molloy_2007_St Helena Island the 'hell-hole of Pac,descriptions,"St Helena Island’s prison ran for more than 60 years, and was considered one of the foremost penal establishments at the time."
629,Molloy_2007_St Helena Island the 'hell-hole of Pac,descriptions,"When the Petrie Terrace gaol became more and more crowded in the early 1860s, about 30 prisoners were transferred to an old hulk anchored near the mouth of the river."
630,Molloy_2007_St Helena Island the 'hell-hole of Pac,descriptions,"they were taken across Moreton Bay by whaleboats to St Helena Island from 1866. They began sinking wells, clearing scrubs, quarrying stone and building accommodation for a new quarantine station. Plans for a quarantine station were eventually replaced by the more urgent need for a new prison. On May 14, 1867 the island was declared a penal prison."
637,Queensland Government_2015_Saint Helena Island.pdf,descriptions,"During the 1840s and ’50s the island was a base for the hunting and processing of dugong for meat and oil, which was valued for medicinal purposes."
638,Queensland Government_2015_Saint Helena Island.pdf,descriptions,"In 1865 when a quarantine station was planned, the vegetation of the island was divided between mangrove swamp, scrub land and grass <U+FFFD>ats. Its isolation made it ideal as a location for a quarantine station. Buildings were designed by Charles Tif<U+FFFD>n, Colonial Architect, and construction work commenced in 1865 using labour from the prison hulk ‘Proserpine’, moored at the mouth of the Brisbane River."
639,Queensland Government_2015_Saint Helena Island.pdf,descriptions,Work proceeded slowly and by 1867 overcrowding in Brisbane prisons had increased to such an extent that it was decided to convert the proposed quarantine station into a prison and to retain the existing quarantine facilities at Dunwich.
644,Queensland Government_2015_Saint Helena Island.pdf,descriptions,"In 1868 a substantial timber barracks to house approximately 130 prisoners was completed, in addition to the buildings and jetty previously constructed for the quarantine station."
655,Queensland Government_2015_Saint Helena Island.pdf,descriptions,"A tramline had been constructed between the prison compound and the jetty in the late 1870s to move goods and raw materials. A series of temporary lines were also laid down and relocated as required to transport everything from laundry to the nightsoil brought from the mainland and buried in trenches on the island in the 1880s. A variety of rolling stock was used over the years including a two-handed pumper vehicle similar to that used on railways. This was eventually superseded by a horse drawn tram car which operated for some thirty years. In the 1930s the tramway fell into disrepair and the rails were removed, although much of the associated earthworks remain."
684,Queensland State Archives_2021_Escape from St Hele,descriptions,"In 1867, prisoners stationed on the hulk Proserpine were building the St Helena Stockade which was to be Brisbane’s new gaol. Originally meant as a quarantine station, it was isolated from the mainland"
697,St Helena Island National Park Historic Area.pdf.t,descriptions,use as a quarantine station in 1865 and penal complex from 1866 to 1932
699,St Helena Island National Park Historic Area.pdf.t,descriptions,"first prisoners were confined here in may 1867. With the growth of the population and the increase in the number of prisoners, additions were made to the original buildings, and eventually St Helena became the principal prison in the state with accommodation for 300 prisoners."
709,St Helena Island_St Helena Island National Park Hi,descriptions,most significant period was when it functioned as a high-security colonial prison from 1867.
721,St Helena Island_St Helena Island National Park Hi,descriptions,"The St. Helena tramway is considered to have been a most significant component of the prison establishment; it operated between 1885 and 1932 and provided the first passenger tramcar service in Queensland. Remaining evidence includes the tramway embankments, the distinguishable rights of way, the docking bay in the Stores building, the ‘Kangaroo’ car and the trolley wheels."
731,Taylor_2010_Prisons without walls.pdf.txt,descriptions,"late 1920s and early 1930s, Patrick Roche, the Superintendent of H. M. Prison Farm, St Helena"
736,Taylor_2010_Prisons without walls.pdf.txt,descriptions,"Patrick Roche, the superintendent at St Helena Prison Farm from 1926 to 1931"
739,The Brisbane Courier 1874.pdf.txt,descriptions,passage is secured by permit obtainable at the Colonial Secretary’ s office
741,The Brisbane Courier 1874.pdf.txt,descriptions,prisoners at present on the island number ninety in all;
746,The Brisbane Courier 1874.pdf.txt,descriptions,The island has been stripped of timber; a few trees only of the dense growth that formerly covered it are now standing. They are close to the garden of the Superintendent. A few mangrove bushes still occupy a portion of the low wet land with which the island is surrounded. The high and dry land is covered with cane; and some seven or eight acres of mulberry trees have been planted on steep banks. This total clearing of the island was adopted that there might be no cover for prisoners who attempted to escape.
757,Treetops Plantation_2015_The remarkable story of t,descriptions,watercolour wrapped up in plastic and towels
758,Treetops Plantation_2015_The remarkable story of t,descriptions,"She later learned that this is the only painting of St Helena Island in existence. This rare treasure was donated to the Museum of Brisbane and is claimed to be one of the most exciting finds in the last 10 years by local historians. It was painted by 33 year old inmate, Charles Winn in 1878."
783,Whittington_2019_Island groans with its penal past,descriptions,"Flinders, the story goes, imaginatively named the <U+FFFD>rst verdant Moreton Bay island he saw Green Island. He then proceeded to name the others in the group Green Island 2 and Green Island 3 (King Island). Green Island 2, was renamed St Helena in 1827."
787,Whittington_2019_Island groans with its penal past,descriptions,"Tram tracks? Yes, St Helena had Queenslandís <U+FFFD>rst tram. It carried produce and people from the stockade and workshops at the top of the island to the causeway for export to Brisbane. The tram was <U+FFFD>rst hauled by prisoners and later by horse."
790,Whittington_2019_Island groans with its penal past,descriptions,two cemeteries Ė one for the children of the wardens and one for prisoners who even in death had numbers not names. It was said they would forever remain prisoners of St Helena. It is believed about 56 prisoners are buried here.
800,Whittington_2021_Island of the damned.pdf.txt,descriptions,St Helena opened in 1867 as Queensland’s <U+FB01>rst penal establishment for long-term male prisoners.
801,Whittington_2021_Island of the damned.pdf.txt,descriptions,housing prisoners from the crowded cells at Petrie Terrace who were spilling into the hulk Proserpine moored at the Brisbane River mouth.
808,Whittington_2021_Island of the damned.pdf.txt,descriptions,"Prisoners quarried stone and built a 400m pier. They also built Queensland’s <U+FB01>rst tramway to carry produce and people from the stockade and workshops to the wharf at the end of the pier. Four-wheeled trolleys were at <U+FB01>rst hauled by prisoners, and later by horses."
821,Wimshurst_2012_Intersections in colonial and penal,descriptions,chairperson of the St Helena inquiry was Arthur Palmer
820,Wimshurst_2012_Intersections in colonial and penal,descriptions,"question of prison labour was central to penal politics in the late nineteenth century. While the government was especially concerned with fiscal aspects, penal administrators were also cognisant of the control function of labour and argued strongly that prison labour should retain a balance of objectives."
822,Wimshurst_2012_Intersections in colonial and penal,descriptions,"he Board of Inquiry (1887) reported that prisoners on St Helena were productively engaged, albeit in a narrow range of agricultural and industrial pursuits"
9,01 Sep 1921 - PRISON CHANGES..pdf.txt,discipline/punishments,prison discipline would he relaxed
66,05 Feb 1911 - DE PROFUNDIS..pdf.txt,discipline/punishments,twenty-five lashes
67,05 Feb 1911 - DE PROFUNDIS..pdf.txt,discipline/punishments,the flagellutor
68,05 Feb 1911 - DE PROFUNDIS..pdf.txt,discipline/punishments,the “flogger”
71,05 Feb 1911 - DE PROFUNDIS..pdf.txt,discipline/punishments,punished by the loss of five months out of the six of remission that good conduct might have earned for them.
103,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,discipline/punishments,"The State owes more to Mr. Davis than it will ever realise, and it is fortunate, indeed, to have such an officer; for the problem of maintaining discipline among the largest body of prisoners at any one class of work, and securing in-dustry and obedience with so very little punishment, requires an amount of wis-dom and tact as rare as it is valuable."
104,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,discipline/punishments,"Absolutely impartial, scrupulously just — with dignified courtesy even to a blackfellow or an Asiatic — he rules the shop with a minimum of “locking up” and “half rations.’” To other warders he is an example, and to prisoners he is a constant inspiration."
171,12 Feb 1911 - DE PROFUNDIS..pdf.txt,discipline/punishments,"I was taken before the superintendent and. ordered to the cells for three days on half rations. That three days, without a book or a word from anyone was just hell. Once to while away the time I dipped the end of my finger in the dry whitewash of the cell-wall, and on the back of the door (painted, brown) drew a caricature of the warder who had got me the three days. I got more for that picture than for any work of art I have perpetrated before or since."
172,12 Feb 1911 - DE PROFUNDIS..pdf.txt,discipline/punishments,charged with de-facing the cell-walls — although the de-facement could be wiped off with a cloth — and sentenced to one month’s extra imprisonment.
173,12 Feb 1911 - DE PROFUNDIS..pdf.txt,discipline/punishments,"In connection with goal punish-ments, some anomalies exist which are a disgrace to the sense of fair play, even, of the officials, and these ought to be wiped out."
174,12 Feb 1911 - DE PROFUNDIS..pdf.txt,discipline/punishments,"For instance, when a man is locked up, any privileges he has are at once taken away, and he is placed on half rations UNTIL HE IS TRIED. This is the very acme of injustice, being utterly opposed to every t principle of law and fairness."
240,20 Aug 1905 - ST. HELENA SCANDALS.pdf.txt,discipline/punishments,"correspondent pertinently asks how it is if no “crook” work of this sort is carried on, that the prisoners are con- stantly being punished for having tobacco in their possession. Where doesthe tobacco come from? It is an open secret that it comes from the warders, and can they afford to supply it except for a certain quid pro quo?"
254,20 Mar 1878 - Life at St. Helena..pdf.txt,discipline/punishments,"As time went on they were liberated, and it says much for the reforming process and the discipline carried out at St. Helena that the many notables confined there, and the great mass of those liberated, have turned to better courses when the opportunity was again afforded them."
272,20 Mar 1878 - Life at St. Helena..pdf.txt,discipline/punishments,"discipline is upheld considerably through the agency of the stomach and the influences of single, solitary, and dark cells."
273,20 Mar 1878 - Life at St. Helena..pdf.txt,discipline/punishments,"On the evening of arrival of the detachment who went at that time, three young fellows thought they would improve the occasion by singing and shouting. The operation was neither loud nor inhar-monious. But exercise of the kind is not per-mitted at St. Helena. The warder on duty ordered quietness, which, after a few seconds of braggadacio, was attended to."
274,20 Mar 1878 - Life at St. Helena..pdf.txt,discipline/punishments,"Next morning Nos. 00, and 00, and 00, were ordered into the outer yard. The superintendent arrives punc-tually as the bell rings, looking solemn and dignified. “Stand forward No. 00,” says the warder; and he reads from a large book: “At 9.31 last evening, prisoner –-, No. 00, was singing in cell No. 00. When cautioned, he did not cease singing for two and a half minutes.” “What have you to say to the charge ?” asks the superintendent. “I didn’t know it was any harm, yer honor,” says No. 00, with a “downy ” look that appears to tell the experienced questioner a good deal."
275,20 Mar 1878 - Life at St. Helena..pdf.txt,discipline/punishments,"The cells for two days, with lowest diet that sustains life, were prescribed, with an expression that “You will know better next time. “Yes, yer honor,” says No. 00, who is marched off. The others were treated somewhat similarly. The cure is perfect in the cases of 99 men in 100. Absolute stillness and the stomach treatment appeal powerfully in the cause of good behavior."
276,20 Mar 1878 - Life at St. Helena..pdf.txt,discipline/punishments,"The exceptional 100th was brought before the superintendent on that morning. He was a great big man who would be powerful were he not sham-bling in form; an old hand in gaol life, with a lurking eye that seemed to have a down upon all mankind. “In the quarry, yesterday,” said the warder in charge, “No. 00 was insolent; said he would rather be in the charge of any other warder than –-; and acted in a manner injurious to discipline.” In answer to the usual question, prisoner said he was unwell, and made a rambling statement in justification. His ambition is to be a leader amongst his fellows, it would appear. He submits to the yoke for a time, and “indulgences” are granted him. Then he breaks loose, and, as in the case noted, the indulgences are stopped, and a single cell prescribed."
295,20 Mar 1878 - Life at St. Helena..pdf.txt,discipline/punishments,"The visiting justice comes down with every steamer, and the sheriff occasionally. Serious cases, and what may be considered the official business of the prison, are brought before these gentlemen. The superintendent attends to all other details."
316,20 Mar 1878 - Life at St. Helena..pdf.txt,discipline/punishments,Shot drill is the hardest physical punishment inflicted
335,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,discipline/punishments,"dreary monotony of their daily existence, of the hearts fretting for liberty, of the characters : slowly but surely deteriorating in the diseased moral atmosphere"
353,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,discipline/punishments,"At 3.40, a flag goes up to recall the outside workers into the stockade. Five minutes afterwards a bell is rung, and the men are counted in by the warders, each man saluting the chief warder or the comp-troller. Anyone not in when the bell rings or who fails to salute is liable to punishment."
355,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,discipline/punishments,"after washing-up, three-quarters of an hour’s recreation (save the mark) in the yards is allowed. After which, the bell rings for roll-call. The men are ranked up in silence, answer their names, and salute the warder. They are then searched before the superintendent, and must not forget to salute, after which they go to their wards or cells, are locked up, sing out, “Right, sir,” salute again, and have to keep silence until the superintendent goes his round with the chief warder on duty for the “dog watch,” who presently sings out “Right, men,” when talking is allowed for one hour. Then “Silence” is ordered, after which any talking or noise up to the time of the morning bell is punish-able."
361,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,discipline/punishments,Confinement to cells (or dark cells) is the chief form punishment
362,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,discipline/punishments,"Seven days light cells means that a man is kept that number of days IN A SMALL CELL for 23 hours out of the 24, and is only allowed half-rations. He is allowed one hour’s exercise in the probation yard, which is about 25 yards long by six or seven yards wide. Only one man is allowed to exercise at a time, and the warders on probation duty take it week about to look after them."
363,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,discipline/punishments,If seven days confinement to cells is given by a magistrate the prisoner loses three weeks’ indulgence; if it is given by the superintendent he loses 15 days for every seven off his remission (two months in every 12).
364,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,discipline/punishments,"Confinement IN THE DARK CELLS is for the same number of hours as in the ordinary cells - 23 out of 24, and the loss of indulgence is at the same rate. In this connection days on remand before punishment count as punishment."
388,26 Jul 1914 - ST. HELENA PENAL ESTABLISHMENT..pdf.,discipline/punishments,"if a mistake is made, resulting in a piece of material being spoilt, the prisoner is threatened with close confine-ment in the cells. I"
391,26 Jul 1914 - ST. HELENA PENAL ESTABLISHMENT..pdf.,discipline/punishments,"When prisoners take their bread up and complain to the superintendent or the chief warder, they are often threatened with the cells for making frivolous complaints."
395,26 Jul 1914 - ST. HELENA PENAL ESTABLISHMENT..pdf.,discipline/punishments,"I have known him to lock a prisoner up and put a charge against him for absolutely nothing. Thanks, however, to the superintendent they were not punished. I can name from memory nearly 30 prisoners this warder has had punished within the space of 12 months."
211,1867.pdf.txt,discipline/punishments,"The Police Magistrate, Mr. Massie, and the Water Police Magistrate, Mr. Thorn— ton, held an investigation on Monday last concerning the escape of the prisoners, and sentenced them to be flogged. Irwin, who appears to have been the ring-leader, received thirty lashes, and Dawson and Morris twenty-five lashes each. The magistrates had occo-sion to sentence another prisoner named Hanlon to the infliction of twenty-four lashes for behaving in a very insubordinate manner."
318,2010_Stone walls do a prison make.pdf.txt,discipline/punishments,"Prison walls created strict divisions in the landscape, separating the free world on the outside from the unfree world on the inside, where people were redefined as ‘prisoners’ and became the property of the state, subject to a strictly regulated regime."
827,blank1.pdf.txt,discipline/punishments,"time is within the memory of many still amongst us, when prison methods were cruelly revengeful, rather than sagaciously reformative."
828,blank1.pdf.txt,discipline/punishments,"With the advance-ment of civilisation, all those afflicted with criminal tendencies have been regarded as wanting special reformative treatment rather than revengeful retribution. To this end, prison methods have been entirely reformed, and penal codes have been modified, with a view to bring-ing back to the service of society those who are capable of being brought back into that widespread and necessary service."
436,Boggo Road Gaol Historical Society_St Helena Islan,discipline/punishments,considered to be a model prison of the time. The enforced isolation and high levels of discipline on the island resulted in the prison becoming self-sufficient and profitable.
461,Brismania_2019_Day 148.pdf.txt,discipline/punishments,"Stone ruins of the blacksmith shop where leg irons were removed, the stockade, cells, a museum and accommodation for warders dot the island, each with a story to tell. And while this makes fascinating viewing for visitors it is also a reminder of a grim past, when prisoners were forbidden to speak and were flogged until skin became bone. It was a “silent island” and speaking was a serious offence"
462,Brismania_2019_Day 148.pdf.txt,discipline/punishments,"The maximum was 50 lashes, but this usually had to be done in two sessions as 25 was enough to end at the infirmary. Floggings were always on a Tuesday, the day the surgeon visited. The Cat O Nine Tails crew reenact a flogging as they describe the horrors of the punishment."
463,Brismania_2019_Day 148.pdf.txt,discipline/punishments,"even this was preferable to solitary confinement, sealed below ground in a metre-wide cell with only a dirt floor that turned to mud when it rained, for a bed. It was pitch black and silent and 28 days was enough for one prisoner to lose his mind."
471,Commissariat-Store-Teacher-Pack-v3-22012016.pdf.tx,discipline/punishments,"how leg irons were worn: The chains were some two feet long between the legs, and in the middle of each was a small ring with a string through it, which, being connected to the prisoner�s belt, kept the irons from dragging on the ground during motion�Prisoners wearing chains had a particular way of walking, and you would see the poor fellows released after six months or so, going along as though they still wore them."
472,Commissariat-Store-Teacher-Pack-v3-22012016.pdf.tx,discipline/punishments,"Flogging Flogging was a standard punishment for convicts at Moreton Bay and was carried out using a �cat-o� nine-tails�. Prisoners were �stripped naked and tied to the triangle by hands and feet, so that they could not move�. As they were being flogged, an overseer would count Royal Historical Society of Queensland The Commissariat Store and Moreton Bay Penal Settlement Teacher Pack | Version 3.0 Page 12 of 30 aloud the number of lashes."
473,Daly_2019_The Wild Scotchman Part 2.pdf.txt,discipline/punishments,"12 April 1870: Attempted escape. Punishment: James McPherson, Ross and Dyball were given 1 month’s solitary confinement while Howard, Gray and Devitt were given 25 lashes."
474,Daly_2019_The Wild Scotchman Part 2.pdf.txt,discipline/punishments,This was not the only punishment meted out to bushranger and prisoner James McPherson while he was incarcerated
475,Daly_2019_The Wild Scotchman Part 2.pdf.txt,discipline/punishments,bushranger and prisoner James McPherson while he was incarcerated on St Helena Island. 30 July 1870 Signed a petition asking for vegetables as he had only rice for 10 months. 9 3 October 1870 Assaulting a fellow prisoner Punishment: Admonished Supt. 9 10 January 1871 Refusing to work. Punishment: 3 days’ solitary confinement 11 23 January 1871 Fighting. Punishment: Seven days’ solitary confinement. 11 27 February 1871 Making a noise in cell. Punishment: To Be placed in a cell by himself at night. VJ 10 1 May 1871 Disobedience of orders. Punishment: Admonished VJ 10 15 May 1871 Making frivolous complaints. Punishment: Indulgences stopped till further orders. VJ and JP Hobb. 10
478,Daly_2019_The Wild Scotchman Part 2.pdf.txt,discipline/punishments,But this time to me is an eternity. I would rather be tortured than live such a life for twenty years.” This poem was written by James McPherson at St Helena Island.
497,"Department of Environment and Science_2005_Nature,",discipline/punishments,"The prison era St Helena Penal Establishment was considered a model prison of its time. The superintendent and warders managed a highly disciplined prison, where security was tight and successful escapes were few."
518,"Greenhill_2022_St Helena, formerly “the hell hole",discipline/punishments,"The early prison years were the toughest, with severe punishments involving the lash and the dreaded dark underground cells. Very few prisoners escaped; only three disappeared without a trace. Two were drowned or taken by sharks."
631,Molloy_2007_St Helena Island the 'hell-hole of Pac,discipline/punishments,"The prison was a place of punishment - the lash, dark underground solitary con<U+FB01>nement cells, the gag, and the shot drill were common consequences."
641,Queensland Government_2015_Saint Helena Island.pdf,discipline/punishments,"Punishment for defaulting prisoners, though considered less brutal than in many prisons, was still strict and included gagging and shot drill. Flogging was reserved for extreme offences and was eventually replaced by incarceration in underground isolation cells."
653,Queensland Government_2015_Saint Helena Island.pdf,discipline/punishments,"Townley enforced a more rigid discipline than McDonald and the harsh conditions on the island soon earned St Helena the nicknames of the ‘hell-hole of the Paci<U+FFFD>c’ and ‘Queensland’s Inferno’, although the press described it as a model prison."
674,Queensland State Archives_2016_The Not-So-Great-Es,discipline/punishments,"Deputy Superintendent takes action, transferring Phillips, Runkel and four other suspected accomplices to Brisbane Prison ‘on suspicion of being implicated in the making of a boat to escape.’"
676,Queensland State Archives_2016_The Not-So-Great-Es,discipline/punishments,"A letter within the collection dated the 26 January 1932 details that both were charged with Disobedience of Orders by being out of bounds, and with possessing an unauthorised article regarding the timber. Both prisoners pleaded guilty to the <U+FFFD>rst charge, Runkel receiving a sentence of four days of half rations. Phillips was given a more severe punishment, being sentenced to one month hard labour to be added onto the end of his current sentence. As to the second charge both pleaded innocent. Yet the Visiting Justice deemed that both men were guilty, adding a further extension to their sentences of one month of hard labour."
696,Seccombe_2015_Murder at St Helena Penal Establishm,discipline/punishments,William Archer was never tried for the murder because of ill health. He died in prison. The last entry the Brisbane Visiting Surgeons’ journal for H.M. Gaol states he was administered morphine on 7 May 1898.
719,St Helena Island_St Helena Island National Park Hi,discipline/punishments,"life of the island rotated around the supervision of prisoners – as seen in the constant patrols, barred windows and leg irons. This constant regulation of work, behaviour and movement was the essence of 19th Century prison life."
729,Taylor_2010_Prisons without walls.pdf.txt,discipline/punishments,"The whole of the new system is formed on the principle of reformation, and not         with a vindictive desire to punish, which would be to the detriment of the         recognised principle of humanitarian treatment. The scheme has proved itself to         be a very great success. It has even reached a success far beyond my         expectations.51"
732,Taylor_2010_Prisons without walls.pdf.txt,discipline/punishments,"Roche’s former inmates expressed his relief and gratitude at doing his time at St Helena, rather than in the gaol at Boggo Road, in Brisbane. ‘One only has to visit the prison at Brisbane and see on the faces of the men the expression of dogged and sullen hatred,’"
733,Taylor_2010_Prisons without walls.pdf.txt,discipline/punishments,there was at St Helena: a system of life where a man is made to feel he is still a man… Had I to finish my         time at the Road my outlook on life could have been prejudiced to such an extent         that I would not have been able to write as I am doing now.
740,The Brisbane Courier 1874.pdf.txt,discipline/punishments,"the prisoners, with the freedom of action and the general sense of usefulness that surrounds them, there’s a feeling of relief in comparison with general impressions regarding prison dis-cipline and penal servitude."
778,Western Champion.pdf.txt,discipline/punishments,"days of St. Helena as a prison settlement are numbered, but there are some grim reminders of the past there. They include leg irons, which apparently were placed on prisoners’ legs permanently, and the handle of a lash."
782,Whittington_2019_Island groans with its penal past,discipline/punishments,"never used for convicts but opened in 1867 as Queenslandís <U+FFFD>rst penal establishment to house long-term, high-security male prisoners. Until then, they were crowded into cells at Petrie Terrace and spilling into the hulk Proserpine moored in the Brisbane River."
792,Whittington_2019_Island groans with its penal past,discipline/punishments,"Prisoners were forbidden to speak and <U+FFFD>ogged until skin became bone. The maximum was 50 lashes, but this usually had to be done in two sessions as 25 was enough to end at the in<U+FFFD>rmary. Floggings were always on a Tuesday when a surgeon came to the island."
793,Whittington_2019_Island groans with its penal past,discipline/punishments,"con<U+FFFD>nement, sealed HOME FEATURES HISTORY PEOPLE TRAVEL WEALTH WELLBEING YOUR LIFE <U+F09A> <U+F002> below ground in a metre— wide cell with only a dirt <U+FFFD>oor to sleep on, and that turned to mud when it rained."
804,Whittington_2021_Island of the damned.pdf.txt,discipline/punishments,"Prisoners had no name, only the number allocated on arrival. For many years, they were forbidden to speak. A hasty word or even an ugly look could earn a <U+FB02>ogging. The maximum was 50 lashes, but this had to be done in two sessions as 25 was enough to see skin become bone and end at the in<U+FB01>rmary."
805,Whittington_2021_Island of the damned.pdf.txt,discipline/punishments,"preferable to solitary con<U+FB01>nement, sealed below ground in a metre-wide cell with a dirt <U+FB02>oor that turned to mud when it rained, to sleep on. It was pitch black and silent."
806,Whittington_2021_Island of the damned.pdf.txt,discipline/punishments,"“From what I can learn, their time in solitude is spent in contemplating a series of horrible mental phantasmagoria”; and 28 days was enough for at least one prisoner to lose his mind."
815,"Wimshurst_2002_Punishment, Welfare and Gender Orde",discipline/punishments,drive by penal regimes to both incapacitate and isolate those deemed undesirable or dangerous
818,Wimshurst_2012_Intersections in colonial and penal,discipline/punishments,"Decisions were made quickly. The dire condition of colonial finances, combined with concerns for maintaining discipline, settled the future of the penal system for the next fifty years. The government hoped that St Helena could become self-sustaining and perhaps profitable. A range of trades and workshops would be introduced, and for this able-bodied men, preferably with skills, were required. By the time of the report on St Helena (1869), the government’s view was that St Helena should become the premier penal establishment for men. Brisbane Gaol would process"
819,Wimshurst_2012_Intersections in colonial and penal,discipline/punishments,"able-bodied men who would no longer be kept in regional gaols.54 Rather, after classification and observation in Brisbane, these men would be forwarded to St Helena."
43,04 Apr 1914 - IDEAL ST. HELENA..pdf.txt,escape,prisoner serving a sent-ence of 5 years for stealing has escaped from the penitentiary by a simple but uni-que method
